t,u
1.895833333333333,0.0
1.9,0.0
1.904166666666667,0.0
1.908333333333333,0.0
1.9125,0.0
1.916666666666667,0.0
1.920833333333333,0.0
1.925,0.0
1.929166666666667,0.0
1.933333333333333,0.0
1.9375,0.0
1.941666666666667,0.0
1.945833333333333,0.0
1.95,0.0
1.954166666666667,0.0
1.958333333333333,0.0
1.9625,0.0
1.966666666666667,0.0
1.970833333333333,0.0
1.975,0.0
1.979166666666667,0.0
1.983333333333333,0.0
1.9875,0.0
1.991666666666667,0.0
1.995833333333333,0.0
2,0.0
2.004166666666666,0.0
2.008333333333333,0.0
2.0125,0.0
2.016666666666667,0.0
2.020833333333333,0.0
2.025,0.0
2.029166666666667,0.0
2.033333333333333,0.0
2.0375,0.0
2.041666666666667,0.0
2.045833333333333,0.0
2.05,0.0
2.054166666666667,0.0
2.058333333333333,0.0
2.0625,0.0
2.066666666666666,0.0
2.070833333333333,0.0
2.075,0.0
2.079166666666667,0.0
2.083333333333333,0.0
2.0875,0.0
2.091666666666667,0.0
2.095833333333333,0.0
2.1,0.0
2.104166666666667,0.0
2.108333333333333,0.0
2.1125,0.0
2.116666666666667,0.0
2.120833333333333,0.0
2.125,0.0
2.129166666666666,0.0
2.133333333333333,0.0
2.1375,0.0
2.141666666666667,0.0
2.145833333333333,0.0
2.15,0.0
2.154166666666667,0.0
2.158333333333333,0.0
2.1625,0.0
2.166666666666667,0.0
2.170833333333333,0.0
2.175,0.0
2.179166666666667,0.0
2.183333333333333,0.0
2.1875,0.0
2.191666666666666,0.0
2.195833333333333,0.0
2.2,0.0
2.204166666666667,0.0
2.208333333333333,0.0
2.2125,0.0
2.216666666666667,0.0
2.220833333333333,0.0
2.225,0.0
2.229166666666667,0.0
2.233333333333333,0.0
2.2375,0.0
2.241666666666667,0.0
2.245833333333333,0.0
2.25,0.0
2.254166666666666,0.0
2.258333333333333,0.0
2.2625,0.0
2.266666666666667,0.0
2.270833333333333,0.0
2.275,0.0
2.279166666666667,0.0
2.283333333333333,0.0
2.2875,0.0
2.291666666666667,0.0
2.295833333333333,0.0
2.3,0.0
2.304166666666667,0.0
2.308333333333333,0.0
2.3125,0.0
2.316666666666666,0.0
2.320833333333333,0.0
2.325,0.0
2.329166666666667,0.0
2.333333333333333,0.0
2.3375,0.0
2.341666666666667,0.0
2.345833333333333,0.0
2.35,0.0
2.354166666666667,0.0
2.358333333333333,0.0
2.3625,0.0
2.366666666666667,0.0
2.370833333333333,0.0
2.375,0.0
2.379166666666666,0.0
2.383333333333333,0.0
2.3875,0.0
2.391666666666667,0.0
2.395833333333333,0.0
2.4,0.0
2.404166666666667,0.0
2.408333333333333,0.0
2.4125,0.0
2.416666666666667,0.0
2.420833333333333,0.0
2.425,0.0
2.429166666666667,0.0
2.433333333333333,0.0
2.4375,0.0
2.441666666666666,0.0
2.445833333333333,0.0
2.45,0.0
2.454166666666667,0.0
2.458333333333333,0.0
2.4625,0.0
2.466666666666667,0.0
2.470833333333333,0.0
2.475,0.0
2.479166666666667,0.0
2.483333333333333,0.0
2.4875,0.0
2.491666666666667,0.0
2.495833333333333,0.0
2.5,0.0
2.504166666666666,0.0
2.508333333333333,0.0
2.5125,0.0
2.516666666666667,0.0
2.520833333333333,0.0
2.525,0.0
2.529166666666667,0.0
2.533333333333333,0.0
2.5375,0.0
2.541666666666667,0.0
2.545833333333333,0.0
2.55,0.0
2.554166666666667,0.0
2.558333333333333,0.0
2.5625,0.0
2.566666666666666,0.0
2.570833333333333,0.0
2.575,0.0
2.579166666666667,0.0
2.583333333333333,0.0
2.5875,0.0
2.591666666666667,0.0
2.595833333333333,0.0
2.6,0.0
2.604166666666667,0.0
2.608333333333333,0.0
2.6125,0.0
2.616666666666667,0.0
2.620833333333333,0.0
2.625,0.0
2.629166666666666,0.0
2.633333333333333,0.0
2.6375,0.0
2.641666666666667,0.0
2.645833333333333,0.0
2.65,0.0
2.654166666666667,0.0
2.658333333333333,0.0
2.6625,0.0
2.666666666666667,0.0
2.670833333333333,0.0
2.675,0.0
2.679166666666667,0.0
2.683333333333333,0.0
2.6875,0.0
2.691666666666666,0.0
2.695833333333333,0.0
2.7,0.0
2.704166666666667,0.0
2.708333333333333,0.0
2.7125,0.0
2.716666666666667,0.0
2.720833333333333,0.0
2.725,0.0
2.729166666666667,0.0
2.733333333333333,0.0
2.7375,0.0
2.741666666666667,0.0
2.745833333333333,0.0
2.75,0.0
2.754166666666666,0.0
2.758333333333333,0.0
2.7625,0.0
2.766666666666667,0.0
2.770833333333333,0.0
2.775,0.0
2.779166666666667,0.0
2.783333333333333,0.0
2.7875,0.0
2.791666666666667,0.0
2.795833333333333,0.0
2.8,0.0
2.804166666666667,0.0
2.808333333333333,0.0
2.8125,0.0
2.816666666666666,0.0
2.820833333333333,0.0
2.825,0.0
2.829166666666667,0.0
2.833333333333333,0.0
2.8375,0.0
2.841666666666667,0.0
2.845833333333333,0.0
2.85,0.0
2.854166666666667,0.0
2.858333333333333,0.0
2.8625,0.0
2.866666666666667,0.0
2.870833333333333,0.0
2.875,0.0
2.879166666666666,0.0
2.883333333333333,0.0
2.8875,0.0
2.891666666666667,0.0
2.895833333333333,0.0
2.9,0.0
2.904166666666667,0.0
2.908333333333333,0.0
2.9125,0.0
2.916666666666667,0.0
2.920833333333333,0.0
2.925,0.0
2.929166666666667,0.0
2.933333333333333,0.0
2.9375,0.0
2.941666666666666,0.0
2.945833333333333,0.0
2.95,0.0
2.954166666666667,0.0
2.958333333333333,0.0
2.9625,0.0
2.966666666666667,0.0
2.970833333333333,0.0
2.975,0.0
2.979166666666667,0.0
2.983333333333333,0.0
2.9875,0.0
2.991666666666667,0.0
2.995833333333333,0.0
3,1.0
3.004166666666666,1.0
3.008333333333333,1.0
3.0125,1.0
3.016666666666667,1.0
3.020833333333333,1.0
3.025,1.0
3.029166666666667,1.0
3.033333333333333,1.0
3.0375,1.0
3.041666666666667,1.0
3.045833333333333,1.0
3.05,1.0
3.054166666666667,1.0
3.058333333333333,1.0
3.0625,1.0
3.066666666666666,1.0
3.070833333333333,1.0
3.075,1.0
3.079166666666667,1.0
3.083333333333333,1.0
3.0875,1.0
3.091666666666667,1.0
3.095833333333333,1.0
3.1,1.0
3.104166666666667,1.0
3.108333333333333,1.0
3.1125,1.0
3.116666666666667,1.0
3.120833333333333,1.0
3.125,1.0
3.129166666666666,1.0
3.133333333333333,1.0
3.1375,1.0
3.141666666666667,1.0
3.145833333333333,1.0
3.15,1.0
3.154166666666667,1.0
3.158333333333333,1.0
3.1625,1.0
3.166666666666667,1.0
3.170833333333333,1.0
3.175,1.0
3.179166666666667,1.0
3.183333333333333,1.0
3.1875,1.0
3.191666666666666,1.0
3.195833333333333,1.0
3.2,1.0
3.204166666666667,1.0
3.208333333333333,1.0
3.2125,1.0
3.216666666666667,1.0
3.220833333333333,1.0
3.225,1.0
3.229166666666667,1.0
3.233333333333333,1.0
3.2375,1.0
3.241666666666667,1.0
3.245833333333333,1.0
3.25,1.0
3.254166666666666,1.0
3.258333333333333,1.0
3.2625,1.0
3.266666666666667,1.0
3.270833333333333,1.0
3.275,1.0
3.279166666666667,1.0
3.283333333333333,1.0
3.2875,1.0
3.291666666666667,1.0
3.295833333333333,1.0
3.3,1.0
3.304166666666667,1.0
3.308333333333333,1.0
3.3125,1.0
3.316666666666666,1.0
3.320833333333333,1.0
3.325,1.0
3.329166666666667,1.0
3.333333333333333,1.0
3.3375,1.0
3.341666666666667,1.0
3.345833333333333,1.0
3.35,1.0
3.354166666666667,1.0
3.358333333333333,1.0
3.3625,1.0
3.366666666666667,1.0
3.370833333333333,1.0
3.375,1.0
3.379166666666666,1.0
3.383333333333333,1.0
3.3875,1.0
3.391666666666667,1.0
3.395833333333333,1.0
3.4,1.0
3.404166666666667,1.0
3.408333333333333,1.0
3.4125,1.0
3.416666666666667,1.0
3.420833333333333,1.0
3.425,1.0
3.429166666666667,1.0
3.433333333333333,1.0
3.4375,1.0
3.441666666666666,1.0
3.445833333333333,1.0
3.45,1.0
3.454166666666667,1.0
3.458333333333333,1.0
3.4625,1.0
3.466666666666667,1.0
3.470833333333333,1.0
3.475,1.0
3.479166666666667,1.0
3.483333333333333,1.0
3.4875,1.0
3.491666666666667,1.0
3.495833333333333,1.0
3.5,1.0
3.504166666666666,1.0
3.508333333333333,1.0
3.5125,1.0
3.516666666666667,1.0
3.520833333333333,1.0
3.525,1.0
3.529166666666667,1.0
3.533333333333333,1.0
3.5375,1.0
3.541666666666667,1.0
3.545833333333333,1.0
3.55,1.0
3.554166666666667,1.0
3.558333333333333,1.0
3.5625,1.0
3.566666666666666,1.0
3.570833333333333,1.0
3.575,1.0
3.579166666666667,1.0
3.583333333333333,1.0
3.5875,1.0
3.591666666666667,1.0
3.595833333333333,1.0
3.6,1.0
3.604166666666667,1.0
3.608333333333333,1.0
3.6125,1.0
3.616666666666667,1.0
3.620833333333333,1.0
3.625,1.0
3.629166666666666,1.0
3.633333333333333,1.0
3.6375,1.0
3.641666666666667,1.0
3.645833333333333,1.0
3.65,1.0
3.654166666666667,1.0
3.658333333333333,1.0
3.6625,1.0
3.666666666666667,1.0
3.670833333333333,1.0
3.675,1.0
3.679166666666667,1.0
3.683333333333333,1.0
3.6875,1.0
3.691666666666666,1.0
3.695833333333333,1.0
3.7,1.0
3.704166666666667,1.0
3.708333333333333,1.0
3.7125,1.0
3.716666666666667,1.0
3.720833333333333,1.0
3.725,1.0
3.729166666666667,1.0
3.733333333333333,1.0
3.7375,1.0
3.741666666666667,1.0
3.745833333333333,1.0
3.75,1.0
3.754166666666666,1.0
3.758333333333333,1.0
3.7625,1.0
3.766666666666667,1.0
3.770833333333333,1.0
3.775,1.0
3.779166666666667,1.0
3.783333333333333,1.0
3.7875,1.0
3.791666666666667,1.0
3.795833333333333,1.0
3.8,1.0
3.804166666666667,1.0
3.808333333333333,1.0
3.8125,1.0
3.816666666666666,1.0
3.820833333333333,1.0
3.825,1.0
3.829166666666667,1.0
3.833333333333333,1.0
3.8375,1.0
3.841666666666667,1.0
3.845833333333333,1.0
3.85,1.0
3.854166666666667,1.0
3.858333333333333,1.0
3.8625,1.0
3.866666666666667,1.0
3.870833333333333,1.0
3.875,1.0
3.879166666666666,1.0
3.883333333333333,1.0
3.8875,1.0
3.891666666666667,1.0
3.895833333333333,1.0
3.9,1.0
3.904166666666667,1.0
3.908333333333333,1.0
3.9125,1.0
3.916666666666667,1.0
3.920833333333333,1.0
3.925,1.0
3.929166666666667,1.0
3.933333333333333,1.0
3.9375,1.0
3.941666666666666,1.0
3.945833333333333,1.0
3.95,1.0
3.954166666666667,1.0
3.958333333333333,1.0
3.9625,1.0
3.966666666666667,1.0
3.970833333333333,1.0
3.975,1.0
3.979166666666667,1.0
3.983333333333333,1.0
3.9875,1.0
3.991666666666667,1.0
3.995833333333333,1.0
4,1.0
4.004166666666666,1.0
4.008333333333333,1.0
4.0125,1.0
4.016666666666667,1.0
4.020833333333333,1.0
4.025,1.0
4.029166666666667,1.0
4.033333333333333,1.0
4.0375,1.0
4.041666666666667,1.0
4.045833333333333,1.0
4.05,1.0
4.054166666666666,1.0
4.058333333333334,1.0
4.0625,1.0
4.066666666666666,1.0
4.070833333333333,1.0
4.075,1.0
4.079166666666667,1.0
4.083333333333333,1.0
4.0875,1.0
4.091666666666667,1.0
4.095833333333333,1.0
4.1,1.0
4.104166666666667,1.0
4.108333333333333,1.0
4.1125,1.0
4.116666666666666,1.0
4.120833333333334,1.0
4.125,1.0
4.129166666666666,1.0
4.133333333333333,1.0
4.1375,1.0
4.141666666666667,1.0
4.145833333333333,1.0
4.15,1.0
4.154166666666667,1.0
4.158333333333333,1.0
4.1625,1.0
4.166666666666667,1.0
4.170833333333333,1.0
4.175,1.0
4.179166666666666,1.0
4.183333333333334,1.0
4.1875,1.0
4.191666666666666,1.0
4.195833333333333,1.0
4.2,1.0
4.204166666666667,1.0
4.208333333333333,1.0
4.2125,1.0
4.216666666666667,1.0
4.220833333333333,1.0
4.225,1.0
4.229166666666667,1.0
4.233333333333333,1.0
4.2375,1.0
4.241666666666666,1.0
4.245833333333334,1.0
4.25,1.0
4.254166666666666,1.0
4.258333333333333,1.0
4.2625,1.0
4.266666666666667,1.0
4.270833333333333,1.0
4.275,1.0
4.279166666666667,1.0
4.283333333333333,1.0
4.2875,1.0
4.291666666666667,1.0
4.295833333333333,1.0
4.3,1.0
4.304166666666666,1.0
4.308333333333334,1.0
4.3125,1.0
4.316666666666666,1.0
4.320833333333333,1.0
4.325,1.0
4.329166666666667,1.0
4.333333333333333,1.0
4.3375,1.0
4.341666666666667,1.0
4.345833333333333,1.0
4.35,1.0
4.354166666666667,1.0
4.358333333333333,1.0
4.3625,1.0
4.366666666666666,1.0
4.370833333333334,1.0
4.375,1.0
4.379166666666666,1.0
4.383333333333333,1.0
4.3875,1.0
4.391666666666667,1.0
4.395833333333333,1.0
4.4,1.0
4.404166666666667,1.0
4.408333333333333,1.0
4.4125,1.0
4.416666666666667,1.0
4.420833333333333,1.0
4.425,1.0
4.429166666666666,1.0
4.433333333333334,1.0
4.4375,1.0
4.441666666666666,1.0
4.445833333333333,1.0
4.45,1.0
4.454166666666667,1.0
4.458333333333333,1.0
4.4625,1.0
4.466666666666667,1.0
4.470833333333333,1.0
4.475,1.0
4.479166666666667,1.0
4.483333333333333,1.0
4.4875,1.0
4.491666666666666,1.0
4.495833333333334,1.0
4.5,1.0
4.504166666666666,1.0
4.508333333333333,1.0
4.5125,1.0
4.516666666666667,1.0
4.520833333333333,1.0
4.525,1.0
4.529166666666667,1.0
4.533333333333333,1.0
4.5375,1.0
4.541666666666667,1.0
4.545833333333333,1.0
4.55,1.0
4.554166666666666,1.0
4.558333333333334,1.0
4.5625,1.0
4.566666666666666,1.0
4.570833333333333,1.0
4.575,1.0
4.579166666666667,1.0
4.583333333333333,1.0
4.5875,1.0
4.591666666666667,1.0
4.595833333333333,1.0
4.6,1.0
4.604166666666667,1.0
4.608333333333333,1.0
4.6125,1.0
4.616666666666666,1.0
4.620833333333334,1.0
4.625,1.0
4.629166666666666,1.0
4.633333333333333,1.0
4.6375,1.0
4.641666666666667,1.0
4.645833333333333,1.0
4.65,1.0
4.654166666666667,1.0
4.658333333333333,1.0
4.6625,1.0
4.666666666666667,1.0
4.670833333333333,1.0
4.675,1.0
4.679166666666666,1.0
4.683333333333334,1.0
4.6875,1.0
4.691666666666666,1.0
4.695833333333333,1.0
4.7,1.0
4.704166666666667,1.0
4.708333333333333,1.0
4.7125,1.0
4.716666666666667,1.0
4.720833333333333,1.0
4.725,1.0
4.729166666666667,1.0
4.733333333333333,1.0
4.7375,1.0
4.741666666666666,1.0
4.745833333333334,1.0
4.75,1.0
4.754166666666666,1.0
4.758333333333333,1.0
4.7625,1.0
4.766666666666667,1.0
4.770833333333333,1.0
4.775,1.0
4.779166666666667,1.0
4.783333333333333,1.0
4.7875,1.0
4.791666666666667,1.0
4.795833333333333,1.0
4.8,1.0
4.804166666666666,1.0
4.808333333333334,1.0
4.8125,1.0
4.816666666666666,1.0
4.820833333333333,1.0
4.825,1.0
4.829166666666667,1.0
4.833333333333333,1.0
4.8375,1.0
4.841666666666667,1.0
4.845833333333333,1.0
4.85,1.0
4.854166666666667,1.0
4.858333333333333,1.0
4.8625,1.0
4.866666666666666,1.0
4.870833333333334,1.0
4.875,1.0
4.879166666666666,1.0
4.883333333333333,1.0
4.8875,1.0
4.891666666666667,1.0
4.895833333333333,1.0
4.9,1.0
4.904166666666667,1.0
4.908333333333333,1.0
4.9125,1.0
4.916666666666667,1.0
4.920833333333333,1.0
4.925,1.0
4.929166666666666,1.0
4.933333333333334,1.0
4.9375,1.0
4.941666666666666,1.0
4.945833333333333,1.0
4.95,1.0
4.954166666666667,1.0
4.958333333333333,1.0
4.9625,1.0
4.966666666666667,1.0
4.970833333333333,1.0
4.975,1.0
4.979166666666667,1.0
4.983333333333333,1.0
4.9875,1.0
4.991666666666666,1.0
4.995833333333334,1.0
5,1.0
